reference_datetime,site_id,datetime,family,pub_datetime,observation,crps,logs,mean,median,sd,quantile97.5,quantile02.5,quantile90,quantile10,date,model_id
2022-01-01T00:00:00Z,DSNY,2023-03-20T00:00:00Z,sample,2024-02-26T05:16:06Z,0,0.20132087808787782,0.5266091636632898,0.09698263437976483,-0.24718950614141016,1.2620372737019359,2.8373264947570447,-0.7215213438755405,2.1159430806306228,-0.6846050993470074,2023-03-20,bet_example_mod_naive
2022-01-01T00:00:00Z,OSBS,2023-03-20T00:00:00Z,sample,2024-02-26T05:16:06Z,0,0.27592994251009473,0.5963713243309834,0.5276687146180346,-0.31921507443816866,1.898296427624137,4.641947537954171,-0.5080462015809988,4.049563293959322,-0.500091343640744,2023-03-20,bet_example_mod_naive
2022-01-01T00:00:00Z,CLBJ,2023-03-13T00:00:00Z,sample,2024-02-26T05:16:06Z,0,0.11635216727478533,0.21336304331592748,0.09637038107686938,0.13923506194971252,0.43607280523749786,0.6761139288191735,-0.6747149526834392,0.6083524744130365,-0.6016032076912516,2023-03-13,bet_example_mod_naive
2022-01-01T00:00:00Z,DELA,2023-04-03T00:00:00Z,sample,2024-02-26T05:16:06Z,0.01937984488904476,0.40878731900071996,1.3546572866549593,1.1002510702345247,0.10978488249986113,2.366756371459598,5.810283908301888,-0.6457114539726515,5.33785434561514,-0.6414189964751464,2023-04-03,bet_example_mod_naive
2022-01-01T00:00:00Z,DSNY,2023-04-03T00:00:00Z,sample,2024-02-26T05:16:06Z,0,0.14061224643144785,0.1241044145299918,0.12292170147958877,-0.05250612440785793,0.8616157749443641,1.8074571712310745,-0.7368332979006764,1.6855304585238697,-0.6822179282042349,2023-04-03,bet_example_mod_naive
2022-01-01T00:00:00Z,LENO,2023-04-03T00:00:00Z,sample,2024-02-26T05:16:06Z,0.007936508394777775,0.09227453907038292,0.0062790905992384655,-0.04103410772135225,-0.07003160837308986,0.3099597724561446,0.35185134018609776,-0.543458052383168,0.3181738291323001,-0.4797182641045158,2023-04-03,bet_example_mod_naive
2022-01-01T00:00:00Z,MOAB,2023-04-03T00:00:00Z,sample,2024-02-26T05:16:06Z,0,0.2251294997727148,0.9656441875569429,0.1880035277108453,0.13289718180813762,0.9457577285188306,1.8817425211319838,-0.9134171213096544,1.666391219500329,-0.8964560439271532,2023-04-03,bet_example_mod_naive
2022-01-01T00:00:00Z,OAES,2023-04-03T00:00:00Z,sample,2024-02-26T05:16:06Z,0,0.32026814562839245,1.1478289593431676,0.5145971751204266,0.14757511800482684,1.1201658677783004,2.466543096909685,-0.5195622827023838,2.3194381629070318,-0.5109865561644463,2023-04-03,bet_example_mod_naive
2022-01-01T00:00:00Z,OSBS,2023-04-03T00:00:00Z,sample,2024-02-26T05:16:06Z,0,0.14336432009667735,0.26091090611966683,-0.12483144237621226,-0.20121672716431518,0.4684256319466629,0.8059032179495644,-0.5924887694509059,0.6560275165592553,-0.5815789643376323,2023-04-03,bet_example_mod_naive
2022-01-01T00:00:00Z,SRER,2023-04-03T00:00:00Z,sample,2024-02-26T05:16:06Z,0,0.8811201430787439,2.0930386064774273,2.7241947071147203,-0.2528545787157074,6.130799849251503,15.911157448498008,-0.9358545435398042,12.872382929516446,-0.9308431756819893,2023-04-03,bet_example_mod_naive
2022-01-01T00:00:00Z,UKFS,2023-04-03T00:00:00Z,sample,2024-02-26T05:16:06Z,0,0.8422118606239906,1.8688638245928284,2.4115413427899264,0.2906928982016517,4.571410781349678,10.994975622818634,-0.8735148090171965,10.794060555646638,-0.8643014147081136,2023-04-03,bet_example_mod_naive
2022-01-01T00:00:00Z,CLBJ,2023-03-27T00:00:00Z,sample,2024-02-26T05:16:06Z,0,0.12757685788638973,0.18375937428294556,0.23928547237836242,0.07589370276819267,0.42155918439023343,0.8098555599183664,-0.1976103076799953,0.8066530741750709,-0.19430028379782094,2023-03-27,bet_example_mod_naive
2022-01-01T00:00:00Z,GRSM,2023-03-27T00:00:00Z,sample,2024-02-26T05:16:06Z,0,0.7431790050720684,1.6984056175786888,1.7497821537419365,1.2657657982250556,2.7663486530419097,7.38209235496201,-0.5540613120077137,6.528960090072358,-0.5279693599407328,2023-03-27,bet_example_mod_naive
2022-01-01T00:00:00Z,OAES,2023-03-27T00:00:00Z,sample,2024-02-26T05:16:06Z,0,0.7903780834241365,1.6007181415992915,2.6131580930779954,0.5514184183088544,5.678967563931289,14.908146107918478,-0.8865999345916042,12.927628285507854,-0.8681487088638509,2023-03-27,bet_example_mod_naive
2022-01-01T00:00:00Z,ONAQ,2023-03-27T00:00:00Z,sample,2024-02-26T05:16:06Z,0,0.7947718583524368,2.2462087238662636,2.3292599119788164,-0.8832776473268371,8.818753086916747,21.683850505453766,-0.9966460888080805,16.128302051216256,-0.9960263974560228,2023-03-27,bet_example_mod_naive
2022-01-01T00:00:00Z,ORNL,2023-03-27T00:00:00Z,sample,2024-02-26T05:16:06Z,0,0.3055630051288539,1.1215369668794892,0.750932198469397,0.0041514381191682485,2.4419285322829247,5.975549858728989,-0.8953247238572908,4.560820531261549,-0.8661083596690629,2023-03-27,bet_example_mod_naive
2022-01-01T00:00:00Z,CLBJ,2023-04-10T00:00:00Z,sample,2024-02-26T05:16:06Z,0,0.13687630458775976,0.3458925744151658,0.22662912870533686,0.11157056163248644,0.49510468004495856,1.0154166599217394,-0.3535524930184151,0.9676975942601492,-0.2977127449035853,2023-04-10,bet_example_mod_naive
2022-01-01T00:00:00Z,CPER,2023-04-10T00:00:00Z,sample,2024-02-26T05:16:06Z,0.1746031790971756,1.231596838636162,1.7220951542769978,6.826891145817094,-0.07529532501758729,20.110690815699275,50.64373707338851,-0.9904690343578604,37.505673803791026,-0.9888080040426267,2023-04-10,bet_example_mod_naive
2022-01-01T00:00:00Z,GRSM,2023-04-10T00:00:00Z,sample,2024-02-26T05:16:06Z,0,0.4407035169549408,1.169338086194648,0.7269937289538771,0.6807246348945873,0.8399468417967524,1.797057808944805,-0.4478361699434862,1.7454742537401864,-0.4239103080779504,2023-04-10,bet_example_mod_naive
2022-01-01T00:00:00Z,MOAB,2023-04-10T00:00:00Z,sample,2024-02-26T05:16:06Z,0,1.4364829915572992,2.3840323188918275,3.127834861140946,2.861398569708249,4.962555310874216,13.281378586406868,-0.8435499646736614,10.92240355920555,-0.837274060781709,2023-04-10,bet_example_mod_naive
